DEPTH,CGR,DPHI,DT,DT_NCT,FP,GR,GRT,HP,HPG,MW,NPHI,OB,OBG,PHIE,PHIT,PP,PPP,RES_DEEP,RHOB_COMBINED,SHF,SP,SPHI,SW,TEMP,TVD,VCL,VES,VP
1752.7536,-999,0.2126,103.3485,81.01,4633.1834,38.7438,40,2476.5275,8.2903,15,-999,5549.1007,18.5758,0.1644,0.2797,3661.2343,2932.2441,5.5008,2.2811,1,-43.504,0.3468,1,139.3568,1752.7536,0.1034,-999,2949.9997
1752.906,-999,0.2157,104.1863,81.008,4632.4338,39.4026,40,2476.7425,8.2903,15,-999,5549.5935,18.5758,0.1642,0.2846,3691.8899,2926.1558,5.6206,2.2765,1,-43.623,0.3535,1,139.3633,1752.906,0.1074,-999,2926.2777
1753.0584,-999,0.2205,105.5156,81.0061,4631.6567,40.7236,40,2476.9575,8.2903,15,-999,5550.0846,18.5759,0.1631,0.2923,3738.8188,2919.9004,5.6947,2.2693,1,-43.625,0.3641,1,139.3698,1753.0584,0.1156,-999,2889.4121
1753.2108,-999,0.2269,107.3436,81.0041,4630.8573,41.4817,40,2477.1725,8.2903,15,-999,5550.5737,18.5759,0.1646,0.3028,3800.4021,2913.4289,5.7612,2.2596,1,-43.4405,0.3787,1,139.3762,1753.2108,0.1203,-999,2840.207
1753.3632,-999,0.2344,109.5062,81.0021,4629.912,43.4777,40,2477.3875,8.2903,15,-999,5551.0604,18.5759,0.1638,0.3152,3869.2656,2906.0565,5.8537,2.2484,1,-43.622,0.396,1,139.3827,1753.3632,0.133,-999,2784.1168
1753.5156,-999,0.2406,111.3379,81.0001,4628.988,43.5024,40,2477.6025,8.2903,15,-999,5551.5451,18.5759,0.1676,0.3257,3924.5687,2898.6515,5.9479,2.2391,1,-43.625,0.4107,1,139.3892,1753.5156,0.1332,19.4524,2738.3133
1753.668,-999,0.2403,111.2358,80.9982,4628.0874,43.8389,40,2477.8175,8.2903,15,-999,5552.0298,18.5759,0.1665,0.3251,3922.002,2891.1892,6.0585,2.2396,1,-43.4405,0.4099,1,139.3956,1753.668,0.1353,-999,2740.8267
1753.8204,-999,0.2361,109.991,80.9962,4628.2267,44.1856,40,2478.0325,8.2902,15,-999,5552.5159,18.5759,0.163,0.318,3885.3177,2889.2846,6.2111,2.2459,1,-43.376,0.3999,1,139.4021,1753.8204,0.1376,-999,2771.8454
1753.9728,-999,0.2307,108.4077,80.9942,4628.8452,42.2231,40,2478.2475,8.2902,15,-999,5553.0038,18.5759,0.1648,0.309,3836.6829,2889.9773,6.3888,2.254,1,-43.621,0.3873,1,139.4086,1753.9728,0.125,-999,2812.3284
1754.1252,-999,0.2087,102.3061,80.9922,4629.3742,39.2262,40,2478.4625,8.2902,15,-999,5553.4988,18.576,0.161,0.2736,3626.2663,2890.6288,6.5871,2.2869,1,-43.6865,0.3384,1,139.415,1754.1252,0.1064,-999,2980.0574
1754.2776,-999,0.1851,96.2111,80.9903,4629.9712,34.2187,40,2478.6775,8.2902,15,-999,5554.0015,18.576,0.164,0.2374,3374.7546,2891.7508,6.8525,2.3223,1,-43.6875,0.2897,1,139.4215,1754.2776,0.0765,-999,3168.8449
